coin,hour_ts,ts,mid,mark,oracle,premium,funding,oi,day_vlm
ETH,1785848400,,,,,,,,
ETH,1785852000,,,,,,,,
ETH,1785855600,,,,,,,,
ETH,1785859200,,,,,,,,
ETH,1785862800,,,,,,,,
ETH,1785866400,1785869880.0,1873.55,1873.6,1874.54,-0.0005014564,1.25e-05,981411.3376000003,747755891.7004899
ETH,1785870000,1785873540.0,1877.25,1877.2,1878.12,-0.0004366068,7.2163e-06,977683.7356000002,728308155.6735102
ETH,1785873600,1785874860.0,1868.35,1868.3,1869.14,-0.000395904,1.25e-05,975780.796,720965104.7148204
ETH,1785877200,1785880740.0,1871.35,1871.66,1872.57,-0.0006248098,1.1432e-05,976591.2122000002,711699293.7255702
ETH,1785880800,1785884340.0,1874.95,1874.9,1875.61,-0.0003252275,1.13238e-05,967391.4704000001,724595678.3403994
ETH,1785884400,1785887940.0,1869.45,1869.5,1870.03,-0.0002834179,1.25e-05,967566.8410000004,781463526.1045297
ETH,1785888000,1785891480.0,1863.25,1863.4,1864.4,-0.0005900021,9.9688e-06,970799.6678000003,779187441.8317503
ETH,1785891600,1785895140.0,1872.85,1872.8,1873.59,-0.0003682769,1.14174e-05,968101.6470000003,747734823.9257104
ETH,1785895200,1785898740.0,1873.65,1873.62,1874.6,-0.0004801024,5.0995e-06,980900.5508000001,777428241.6445593
ETH,1785898800,1785902340.0,1867.05,1867.05,1867.93,-0.0004336351,1.25e-05,969909.7432000003,822997941.3497707
ETH,1785902400,1785905880.0,1866.65,1866.66,1867.66,-0.0005140122,1.23699e-05,970002.6578000004,821374965.6124998
ETH,1785906000,1785909540.0,1872.45,1872.5,1873.55,-0.0005604334,-2.2196e-06,999687.8938000004,879931452.7918401
ETH,1785909600,1785913140.0,1867.95,1867.9,1869.07,-0.0005724772,-3.277e-06,1007833.1158000001,894876213.0741307
ETH,1785913200,1785916740.0,1868.95,1868.9,1869.76,-0.0003957727,3.5973e-06,977044.4170000001,931634510.0812293
ETH,1785916800,1785920340.0,1868.95,1868.9,1869.77,-0.0004118154,1.25e-05,981885.4266000002,918081883.9291097
ETH,1785920400,1785923880.0,1870.95,1870.9,1871.69,-0.0003686508,1.25e-05,985319.5842000002,925840440.9866203
ETH,1785924000,1785927540.0,1867.25,1867.3,1868.2,-0.0004817471,8.7565e-06,987161.5850000004,924266762.8743391
ETH,1785927600,1785931140.0,1867.85,1867.9,1868.9,-0.0004815667,1.18898e-05,988098.8176000001,875994081.8071501
ETH,1785931200,1785934740.0,1875.85,1875.82,1876.7,-0.0004262802,1.25e-05,986144.4267999997,861616761.2959409
ETH,1785934800,1785938340.0,1876.65,1876.8,1877.7,-0.0005325664,1.25e-05,985102.1429999997,884323887.8676012
ETH,1785938400,1785941940.0,1875.55,1875.43,1876.22,-0.0003304517,1.25e-05,981854.3191999997,820598998.7077705
ETH,1785942000,1785945540.0,1872.75,1872.7,1873.5,-0.0003736322,1.25e-05,980374.1713999999,795394415.48624
ETH,1785945600,1785949140.0,1894.25,1894.5,1895.15,-0.0004485133,1.25e-05,993466.2396000002,880445843.7104806
ETH,1785949200,1785952740.0,1915.95,1916.1,1916.8,-0.0004173623,1.25e-05,1006968.9939999994,906661987.9694657
ETH,1785952800,1785956280.0,1916.35,1916.4,1916.98,-0.0003025592,1.25e-05,1001375.251,979212848.0014495
ETH,1785956400,1785959940.0,1917.85,1917.8,1918.7,-0.000416949,1.23287e-05,1001436.5381999995,986577709.0580802
ETH,1785960000,1785963480.0,1917.15,1917.2,1917.9,-0.0003649825,1.25e-05,999799.9101999996,990237520.4755406
ETH,1785963600,1785967080.0,1908.85,1908.8,1909.5,-0.0003142184,1.25e-05,995497.5430000005,1022787205.648169
ETH,1785967200,1785970740.0,1906.85,1906.8,1907.6,-0.0003669532,1.22966e-05,983512.2728000007,1009474614.9842491
ETH,1785970800,1785974340.0,1907.35,1907.4,1908.26,-0.0004506723,1.25e-05,985690.8960000002,957240398.1543305
ETH,1785974400,1785977880.0,1911.65,1911.53,1911.94,-0.000125527,1.25e-05,990992.2163999992,931707800.9189489
ETH,1785978000,1785981480.0,1906.55,1906.4,1907.1,-0.0002621782,1.25e-05,992100.1354,934401552.97485
ETH,1785981600,1785985080.0,1897.95,1897.9,1898.9,-0.0004739586,1.25e-05,988904.5572000007,906486236.2439604
ETH,1785985200,1785988680.0,1897.95,1897.9,1898.7,-0.0003265392,7.4904e-06,991649.4776000004,878251615.75382
ETH,1785988800,1785992280.0,1907.05,1907.06,1907.82,-0.0003773941,1.25e-05,987481.6630000002,888336094.1014097
ETH,1785992400,1785995940.0,1913.05,1913.0,1913.8,-0.0003605392,1.25e-05,986835.3720000001,858406540.6107798
ETH,1785996000,1785999540.0,1912.25,1912.3,1913.0,-0.0003659174,1.25e-05,987008.6010000003,840446267.1845995
ETH,1785999600,1786003140.0,1909.05,1909.0,1909.72,-0.0003246549,1.25e-05,977062.7990000003,798986725.9294503
ETH,1786003200,1786006740.0,1915.05,1915.2,1916.19,-0.0005688371,1.25e-05,999963.2666000001,848240832.3316691
ETH,1786006800,1786010340.0,1907.55,1907.5,1908.1,-0.0002620408,1.25e-05,984983.7418,883173986.1116498
ETH,1786010400,1786013940.0,1900.75,1900.82,1901.76,-0.0005047956,1.25e-05,987311.0778000006,906479294.9571395
ETH,1786014000,1786017540.0,1906.35,1906.4,1907.39,-0.0005190339,1.25e-05,989180.413,921048395.5979494
ETH,1786017600,1786021140.0,1898.55,1898.64,1899.59,-0.0005211651,8.1426e-06,991205.2204000007,899793674.9196101
ETH,1786021200,1786024740.0,1909.45,1909.2,1910.1,-0.0003141197,1.25e-05,981752.9286000002,905144036.4207706
ETH,1786024800,1786028340.0,1914.95,1914.9,1915.9,-0.0004697531,1.24282e-05,983138.9606000007,880824187.2269084
ETH,1786028400,1786031880.0,1911.75,1911.7,1912.5,-0.0003660131,1.25e-05,990685.7236000004,948529033.6816694
ETH,1786032000,1786035480.0,1914.45,1914.3,1915.0,-0.0002610966,1.25e-05,995255.4632000001,876442284.7484097
ETH,1786035600,1786039140.0,1913.75,1913.78,1914.7,-0.0004700475,1.08153e-05,995877.2496000008,821377048.9188701
ETH,1786039200,1786042740.0,1905.15,1905.1,1905.9,-0.0003672805,5.2294e-06,994339.4657999999,741456004.2200801
ETH,1786042800,1786046280.0,1908.55,1908.6,1909.55,-0.0004974994,6.7161e-06,995677.4034000002,729004116.2449195
ETH,1786046400,1786049940.0,1906.05,1906.0,1906.97,-0.0004562211,1.11545e-05,992963.6498000004,701942563.3219702
ETH,1786050000,1786053540.0,1905.65,1905.7,1906.4,-0.0003671842,1.25e-05,991104.4336000002,714281797.7969902
ETH,1786053600,1786057140.0,1904.25,1904.3,1905.1,-0.0004199255,1.25e-05,991229.0252,682043220.5594611
ETH,1786057200,1786060740.0,1902.95,1902.99,1904.0,-0.0005252101,6.2982e-06,992417.1201999999,699451097.239011
ETH,1786060800,1786064340.0,1902.35,1902.3,1903.16,-0.0003993358,1.12083e-05,993013.4742000005,729152744.6758705
ETH,1786064400,1786067880.0,1902.35,1902.3,1903.2,-0.0004203447,4.7191e-06,979270.5130000005,769965823.3377895
ETH,1786068000,1786071540.0,1901.75,1901.8,1902.89,-0.0005728129,2.2977e-06,977418.0962000005,753065262.1059
ETH,1786071600,1786075080.0,1896.25,1896.3,1897.3,-0.0005270648,-4.2272e-06,992712.6222000002,756890956.9154499
ETH,1786075200,1786078740.0,1896.25,1896.3,1897.29,-0.0004743608,1.5657e-06,989794.5970000006,787855870.6342821
ETH,1786078800,1786082340.0,1901.05,1901.1,1902.0,-0.0004731861,9.537e-07,991791.7090000004,764807210.7896104
ETH,1786082400,1786085940.0,1903.75,1903.8,1904.84,-0.0005459776,1.4896e-06,1002294.537,773412412.8743098
ETH,1786086000,1786089540.0,1901.95,1902.0,1902.9,-0.0004729623,2.7125e-06,1000076.491,760751002.2444104
ETH,1786089600,1786093140.0,1909.15,1909.23,1910.3,-0.0005758258,-2.3314e-05,976103.4772000002,796068153.0377092
ETH,1786093200,1786096740.0,1912.05,1912.17,1913.1,-0.000486122,-2.79408e-05,908406.7273999986,899297962.3938503
ETH,1786096800,1786100340.0,1911.75,1911.87,1912.96,-0.0006063901,-1.8547e-06,919776.022399999,911613109.6722826
ETH,1786100400,1786103880.0,1914.95,1915.0,1916.0,-0.0005219207,3.3096e-06,915064.6259999988,918461410.514968
ETH,1786104000,1786107480.0,1931.15,1931.2,1932.34,-0.0005899583,-2.2468e-06,911732.9922,1017236627.7481105
ETH,1786107600,1786111080.0,1924.15,1924.1,1925.03,-0.0004311621,-2.0055e-06,873161.2711999997,1028222600.4949788
ETH,1786111200,1786114740.0,1913.65,1913.6,1914.5,-0.0004178637,4.0414e-06,853015.8145999992,1057161533.0348381
ETH,1786114800,1786118340.0,1917.05,1917.04,1918.03,-0.0004848725,4.7268e-06,854876.1980000002,985907628.74216
ETH,1786118400,1786121940.0,1910.35,1910.3,1911.2,-0.0004185852,-6.5075e-06,847534.294399999,987379359.3864294
ETH,1786122000,1786125540.0,1911.75,1911.4,1912.15,-0.00018304,8.416e-06,813314.8146000009,1069106724.9153308
ETH,1786125600,1786129140.0,1908.15,1908.2,1909.49,-0.0006755731,4.0735e-06,815685.3134000002,1088103037.4888284
ETH,1786129200,1786131540.0,1916.55,1916.6,1917.7,-0.0005736038,1.2868e-06,811495.8591999995,1098338291.2815294
ETH,1786132800,1786136340.0,1913.35,1913.5,1914.49,-0.0005693422,-2.6737e-06,811082.2213999998,1097716682.9680998
ETH,1786136400,1786139940.0,1915.35,1915.4,1916.49,-0.0005687481,4.369e-07,808755.46,1067552979.3751106
ETH,1786140000,1786143540.0,1913.75,1913.7,1914.7,-0.0004700475,-1.6228e-06,808527.3678,1064913666.7312201
ETH,1786143600,1786147080.0,1913.15,1913.1,1914.15,-0.0004963038,2.7026e-06,808577.2783999995,1035546153.6235399
ETH,1786147200,1786150740.0,1913.55,1913.5,1914.41,-0.0004231069,3.2822e-06,809697.9585999999,1000210387.3816595
ETH,1786150800,1786154340.0,1913.55,1913.7,1914.66,-0.0005536231,7.3356e-06,809469.9808,945072426.04004
ETH,1786154400,1786157940.0,1912.15,1912.2,1913.19,-0.0005174604,6.1376e-06,808693.9820000003,937909175.7704396
ETH,1786158000,1786161540.0,1917.55,1917.5,1918.48,-0.0004586965,6.4899e-06,805274.2832000001,911225473.54859
ETH,1786161600,1786165140.0,1916.15,1916.1,1917.0,-0.0004173187,1.07609e-05,804868.3673999999,869158691.3279389
ETH,1786165200,1786168740.0,1916.35,1916.4,1917.1,-0.0003651348,1.10324e-05,804990.0682,858057007.5995609
ETH,1786168800,1786172340.0,1915.55,1915.6,1916.48,-0.0004591752,1.14499e-05,804414.3128000001,835072249.0009103
ETH,1786172400,1786175880.0,1913.85,1913.9,1914.8,-0.000470023,1.15397e-05,800800.491,836703467.9519603
ETH,1786176000,1786179540.0,1915.95,1916.0,1916.9,-0.0004695081,4.6475e-06,805926.2984,749460618.0580895
ETH,1786179600,1786183080.0,1917.95,1918.0,1918.95,-0.0004950624,4.4762e-06,806392.5279999999,603534433.5122701
ETH,1786183200,1786186740.0,1920.35,1920.3,1921.2,-0.0004164064,-6.626e-07,808264.5276000003,570400111.2930509
ETH,1786186800,1786190280.0,1920.25,1920.2,1920.93,-0.0003279661,1.25e-05,807277.4696000001,554542945.79251
ETH,1786190400,1786193880.0,1918.75,1918.7,1919.3,-0.0002605116,1.25e-05,807492.2004,448128008.8822103
ETH,1786194000,1786197480.0,1919.15,1919.1,1919.8,-0.0003021148,1.25e-05,808237.2938000001,370710546.0539495
ETH,1786197600,1786201140.0,1922.85,1922.78,1923.5,-0.0003119314,1.25e-05,810412.1571999999,329162663.9607002
ETH,1786201200,1786204680.0,1922.55,1922.33,1923.22,-0.000322376,9.6345e-06,812216.5622000002,321928783.3792299
ETH,1786204800,1786208340.0,1921.85,1921.8,1922.5,-0.0003120936,1.25e-05,814677.7248,298266318.49685943
ETH,1786208400,1786211940.0,1923.45,1923.4,1924.09,-0.0003066385,1.25e-05,814765.1062000002,215879522.15483996
ETH,1786212000,1786215540.0,1920.55,1920.6,1921.27,-0.0003487277,1.25e-05,815435.2548000005,188807266.41105977
ETH,1786215600,1786219140.0,1920.25,1920.2,1920.82,-0.0002707177,1.25e-05,816114.4583999999,168239604.95146996
ETH,1786219200,1786222740.0,1919.75,1919.8,1920.4,-0.0003124349,1.25e-05,815232.2058000003,167599345.6753702
ETH,1786222800,1786226340.0,1920.05,1920.1,1920.8,-0.0003644315,1.25e-05,816060.7220000003,157316057.35923997
ETH,1786226400,1786229940.0,1916.45,1916.4,1917.1,-0.0003129727,1.25e-05,813291.1294000006,174865367.79718956
ETH,1786230000,1786233480.0,1916.05,1916.1,1917.0,-0.0004694836,1.25e-05,811128.1002000002,179715734.55939016
ETH,1786233600,1786237140.0,1916.55,1916.53,1917.2,-0.0003129564,1.25e-05,813210.3496,178957363.21642002
ETH,1786237200,1786240740.0,1915.15,1915.3,1916.4,-0.0006261741,1.25e-05,817791.8549999999,192907316.67336997
ETH,1786240800,1786244280.0,1914.35,1914.2,1914.94,-0.0002819932,5.9067e-06,818876.5717999998,194198473.4216
ETH,1786244400,1786247940.0,1913.55,1913.56,1914.15,-0.0002873338,1.25e-05,820009.6734000002,186085395.6236002
ETH,1786248000,1786251540.0,1912.75,1912.8,1913.2,-0.0002090738,1.25e-05,820915.5792000003,198906042.43794003
ETH,1786251600,1786255140.0,1913.45,1913.4,1914.3,-0.0004179073,1.25e-05,821753.9634,199410216.0391298
ETH,1786255200,1786258740.0,1918.15,1918.1,1918.8,-0.0003126954,1.25e-05,822600.6223999992,203083018.5442203
ETH,1786258800,1786262280.0,1917.15,1917.2,1918.09,-0.0004640033,1.25e-05,824470.8176000001,199051769.3959499
ETH,1786262400,1786265940.0,1914.85,1914.9,1915.7,-0.0004176019,1.25e-05,825359.1852,194624894.46315008
ETH,1786266000,1786269540.0,1919.25,1919.2,1920.0,-0.0003645833,1.25e-05,826829.8814000002,194916430.13103998
ETH,1786269600,1786273080.0,1919.75,1919.8,1920.7,-0.0004685792,1.25e-05,827850.6950000002,192990952.76940998
ETH,1786273200,1786276740.0,1918.25,1918.4,1919.3,-0.0005210233,1.25e-05,828669.7407999997,188599197.23845977
ETH,1786276800,1786280340.0,1917.45,1917.4,1918.01,-0.0002659006,1.25e-05,829808.9899999998,181293654.50074008
ETH,1786280400,1786283880.0,1922.65,1922.7,1923.57,-0.0004418867,1.25e-05,829373.9274000002,195517253.32416996
ETH,1786284000,1786287540.0,1924.95,1925.0,1925.7,-0.0003635042,1.25e-05,831522.8186000002,188792347.2509899
ETH,1786287600,1786291080.0,1926.75,1926.7,1927.1,-0.0001556743,1.25e-05,842413.3887999998,203095072.6742097
ETH,1786291200,1786294740.0,1923.75,1923.7,1924.11,-0.0001611134,1.25e-05,842668.5948000001,206319385.80387002
ETH,1786294800,1786298280.0,1922.75,1922.8,1923.2,-0.0002079867,1.25e-05,843538.4562,198801328.09982017
ETH,1786298400,1786301880.0,1920.75,1920.7,1921.5,-0.0003642987,1.25e-05,841299.7808000001,201665579.62390003
ETH,1786302000,1786305480.0,1921.85,1921.8,1922.24,-0.000176877,1.25e-05,844345.2611999998,204321984.11202
ETH,1786305600,1786309140.0,1920.35,1920.3,1920.9,-0.0002602947,1.25e-05,843695.9563999998,204457308.9439401
ETH,1786309200,1786312740.0,1924.25,1924.3,1924.79,-0.0001662519,1.25e-05,845300.0385999996,206878244.7054902
ETH,1786312800,1786316340.0,1919.15,1919.01,1919.8,-0.0003125326,1.25e-05,847269.0426000003,211591076.63479024
ETH,1786316400,1786319880.0,1908.55,1908.6,1909.4,-0.0004189798,1.25e-05,842702.3668000009,235620997.6141
ETH,1786320000,1786323480.0,1913.05,1913.1,1914.0,-0.0004702194,1.25e-05,843353.1555999998,255006046.16966024
ETH,1786323600,1786327140.0,1924.0,1923.9,1924.61,-0.0002649888,1.06802e-05,836994.2624000004,271000046.03990954
ETH,1786327200,1786330740.0,1923.25,1923.2,1923.87,-0.0002962778,1.25e-05,847736.9237999995,296046488.88312966
ETH,1786330800,1786334340.0,1916.55,1916.5,1917.36,-0.0003963784,1.25e-05,848246.208,298906195.83291036
ETH,1786334400,1786337940.0,1914.45,1914.5,1915.4,-0.0004698757,1.25e-05,839002.1876000003,307624378.1293004
ETH,1786338000,1786341480.0,1923.15,1923.2,1923.8,-0.0003118827,1.25e-05,849349.7654000008,332388069.9780504
ETH,1786341600,1786345140.0,1926.85,1926.8,1927.7,-0.0004150023,1.25e-05,851268.5082000003,346971091.01309043
ETH,1786345200,1786348680.0,1924.05,1924.0,1924.9,-0.000415606,1.25e-05,848609.8131999994,360957561.50458986
ETH,1786348800,1786352280.0,1926.55,1926.51,1927.11,-0.0002490776,1.25e-05,846069.4388000004,363995768.6877295
ETH,1786352400,1786355940.0,1916.05,1916.01,1916.86,-0.00034953,1.25e-05,840366.2918000004,377439348.0960902
ETH,1786356000,1786359540.0,1917.05,1917.0,1917.76,-0.0003441515,1.25e-05,849623.9259999995,386195928.5209406
ETH,1786359600,1786363140.0,1919.25,1919.24,1920.05,-0.0003906148,1.25e-05,840235.2403999994,410208534.95639974
ETH,1786363200,1786366740.0,1905.15,1905.2,1906.03,-0.0004354601,1.25e-05,837847.6499999998,435501464.45409024
ETH,1786366800,1786370340.0,1898.95,1898.9,1899.7,-0.0003684792,1.25e-05,857367.1990000006,491634463.2912493
ETH,1786370400,1786373940.0,1891.05,1891.6,1891.9,-0.0004228553,1.25e-05,872871.1479999995,543386624.7049407
ETH,1786374000,1786377540.0,1875.85,1876.2,1877.18,-0.0006818739,1.5427e-06,838145.0120000006,700524604.3715298
ETH,1786377600,1786381080.0,1870.05,1870.17,1871.16,-0.0005664935,6.2375e-06,841321.9274000005,728484878.1947112
ETH,1786381200,1786384680.0,1872.15,1872.2,1873.28,-0.0005765289,-5.2121e-06,869910.6364000001,777331422.0745202
ETH,1786384800,1786388340.0,1872.55,1872.5,1873.43,-0.0004430376,1.8216e-06,871244.2060000005,780037196.3292694
ETH,1786388400,1786391880.0,1876.15,1876.18,1877.0,-0.000426212,1.00292e-05,876541.1952000001,805044472.1456803
ETH,1786392000,1786395540.0,1878.95,1878.9,1879.7,-0.0003723999,5.2824e-06,875283.1437999994,808057095.0644107
ETH,1786395600,1786399140.0,1873.95,1874.0,1875.13,-0.0006026249,-2.174e-06,872378.8251999998,817863961.1460308
ETH,1786399200,1786402740.0,1874.85,1874.9,1875.84,-0.0005011088,-6.0876e-06,868110.2461999998,810986822.0668899
ETH,1786402800,1786406340.0,1872.55,1872.4,1873.0,-0.0002135611,2.9962e-06,855217.9158000012,802289558.1407807
ETH,1786406400,1786409880.0,1874.25,1874.3,1875.22,-0.0004906091,2.6007e-06,854245.7058000001,786035618.5005807
ETH,1786410000,1786413540.0,1877.35,1877.36,1878.36,-0.0005110841,2.9713e-06,849545.402,767320915.7196789
ETH,1786413600,1786417140.0,1877.55,1877.6,1878.6,-0.0005323113,4.652e-07,852428.0253999998,745038103.7449405
ETH,1786417200,1786420740.0,1880.05,1880.2,1881.2,-0.0005847331,2.2341e-06,850822.146,743312096.2913103
ETH,1786420800,1786424340.0,1875.45,1875.5,1876.44,-0.0005009486,-2.7414e-06,850689.6498000002,726388509.5565907
ETH,1786424400,1786427940.0,1874.15,1874.1,1874.91,-0.0003786848,7.0243e-06,837979.397,738092002.8713999
ETH,1786428000,1786431480.0,1872.55,1872.6,1873.4,-0.0004270311,1.25e-05,831311.7342,753298500.9238702
ETH,1786431600,1786435140.0,1876.65,1876.6,1877.57,-0.0004633649,1.25e-05,838689.8426,767937317.3023711
ETH,1786435200,1786438740.0,1878.85,1878.8,1879.4,-0.0002660424,1.14203e-05,837921.1890000002,790858634.7931752
ETH,1786438800,1786442340.0,1884.25,1883.4,1884.1,5.30757e-05,1.25e-05,837353.7914000029,792208466.7789383
ETH,1786442400,1786445880.0,1885.55,1885.5,1886.2,-0.0003180999,1.2326e-05,843094.2856000002,812703849.4471897
ETH,1786446000,1786449540.0,1892.35,1892.3,1893.3,-0.0004753605,7.272e-06,845756.4137999999,809994443.7558997
ETH,1786449600,1786453140.0,1886.95,1887.09,1888.1,-0.0005825963,1.3705e-06,845167.7695999995,797481765.0511999
ETH,1786453200,1786456740.0,1888.25,1888.3,1889.2,-0.0004763921,3.7334e-06,843104.1167999995,751656712.3475407
ETH,1786456800,1786460340.0,1871.45,1871.5,1872.4,-0.0004806665,5.4566e-06,840649.5719999992,745708406.9751487
ETH,1786460400,1786463940.0,1862.25,1862.3,1863.2,-0.0004830399,2.9675e-06,833300.0811999999,620059173.8513421
ETH,1786464000,1786467480.0,1864.25,1864.23,1865.1,-0.0004289314,1.16343e-05,828226.0856000002,600475256.2576998
ETH,1786467600,1786467600.0,1863.95,1864.0,1864.82,-0.0004397207,1.1657e-05,828237.3110000002,600517972.2394997
ETH,1786471200,1786474740.0,1864.55,1864.7,1865.6,-0.0005360206,1.09506e-05,837466.5574,564144188.7262313
ETH,1786474800,1786478340.0,1882.95,1882.9,1883.54,-0.0002866942,1.25e-05,841393.0242000003,588923289.3010799
ETH,1786478400,1786481940.0,1880.45,1880.5,1881.34,-0.0004464903,9.5021e-06,842902.5395999998,601171213.3359008
ETH,1786482000,1786485540.0,1884.35,1884.4,1885.1,-0.0003713331,7.075e-06,843794.0451999999,612348756.1473409
ETH,1786485600,1786489140.0,1881.45,1881.4,1882.2,-0.0003719052,1.25e-05,838129.2418000001,615601158.60817
ETH,1786489200,1786492740.0,1882.35,1882.3,1882.89,-0.0002602383,1.25e-05,822808.7148,635257720.7133995
ETH,1786492800,1786496340.0,1881.95,1881.9,1882.41,-0.0002178059,1.25e-05,822467.8925999998,634070522.411289
ETH,1786496400,1786499940.0,1884.05,1884.0,1884.53,-0.0002281736,1.25e-05,825402.3042,636176257.7564203
ETH,1786500000,1786501500.0,1883.95,1883.9,1884.34,-0.0001804345,1.25e-05,828679.9898,636365396.1123301
ETH,1786503600,,,,,,,,
ETH,1786507200,,,,,,,,
ETH,1786510800,,,,,,,,
ETH,1786514400,,,,,,,,
ETH,1786518000,,,,,,,,
ETH,1786521600,1786525080.0,1890.45,1890.49,1890.96,-0.0002432627,1.25e-05,883346.3032,599849480.0263791
ETH,1786525200,1786528740.0,1905.45,1905.23,1905.84,-0.000178399,1.25e-05,883014.6702000004,620425746.6226206
ETH,1786528800,1786532340.0,1908.65,1908.6,1909.2,-0.0002618898,1.25e-05,878305.3115999998,647620118.6552202
ETH,1786532400,1786535880.0,1914.25,1914.2,1914.5,-0.0001044659,1.25e-05,879942.6473999997,653319306.607549
ETH,1786536000,1786539480.0,1910.95,1910.7,1911.24,-0.0001255729,1.25e-05,876197.9834,714292632.8272889
ETH,1786539600,1786543140.0,1903.65,1903.5,1904.01,-0.0001628143,1.25e-05,873460.8098000002,746510376.8495603
ETH,1786543200,1786546740.0,1885.55,1885.2,1886.0,-0.0002120891,1.25e-05,850786.6737999996,775291572.1598592
ETH,1786546800,1786550340.0,1891.85,1891.8,1892.5,-0.000317041,1.25e-05,852165.7090000001,745618957.2345902
ETH,1786550400,1786553940.0,1890.15,1890.1,1890.8,-0.000317326,1.25e-05,852511.8102000005,738306003.6417394
ETH,1786554000,1786557480.0,1888.05,1888.1,1888.8,-0.0003706057,1.25e-05,853436.4884000008,736233549.8755798
ETH,1786557600,1786557960.0,1889.15,1889.1,1889.63,-0.0002275578,1.25e-05,853482.7299999997,733960218.4259295
ETH,1786561200,,,,,,,,
ETH,1786564800,,,,,,,,
ETH,1786568400,,,,,,,,
ETH,1786572000,,,,,,,,
ETH,1786575600,,,,,,,,
ETH,1786579200,,,,,,,,
ETH,1786582800,,,,,,,,
ETH,1786586400,,,,,,,,
ETH,1786590000,,,,,,,,
ETH,1786593600,,,,,,,,
ETH,1786597200,,,,,,,,
ETH,1786600800,,,,,,,,
ETH,1786604400,1786607880.0,1894.85,1894.8,1895.57,-0.0003534557,8.2126e-06,871323.9318,654472856.3256702
ETH,1786608000,1786611540.0,1888.75,1888.8,1889.63,-0.0004392394,1.25e-05,873936.8955999997,652279166.5602217
ETH,1786611600,1786615080.0,1889.65,1889.7,1890.38,-0.0002644971,1.22312e-05,858306.1005999995,643588006.9381894
ETH,1786615200,1786618740.0,1882.45,1882.4,1883.18,-0.0003610913,1.25e-05,856781.5175999998,637365558.4009694
ETH,1786618800,1786622340.0,1879.25,1879.2,1879.9,-0.0003191659,1.25e-05,859520.8247999995,654210270.7330792
ETH,1786622400,1786625940.0,1888.35,1888.4,1889.18,-0.0004128775,1.25e-05,867305.5913999999,599387183.43556
ETH,1786626000,1786629540.0,1888.85,1888.8,1889.8,-0.0004762409,1.25e-05,879816.7280000002,615229588.9484999
ETH,1786629600,1786633080.0,1892.45,1892.5,1893.3,-0.0004225427,1.25e-05,883341.6718,558693397.33558
ETH,1786633200,1786636740.0,1882.35,1882.4,1883.27,-0.0004619624,1.15335e-05,882108.7141999995,575222166.3861305
ETH,1786636800,1786640280.0,1872.85,1872.8,1873.65,-0.0004002882,7.1924e-06,869962.5588000002,657217914.7467405
ETH,1786640400,1786643940.0,1877.45,1877.5,1878.24,-0.0003939859,1.25e-05,866858.3213999999,674906232.2034085
ETH,1786644000,1786647240.0,1883.75,1883.6,1884.4,-0.0003184037,1.25e-05,866658.8198000006,684182939.278308
ETH,1786647600,1786651140.0,1886.05,1886.2,1887.1,-0.0005299136,1.06128e-05,876309.9988000003,748171129.8903799
ETH,1786651200,1786654740.0,1885.25,1885.5,1886.55,-0.0006625851,9.3005e-06,877253.4212000008,747315621.6300089
ETH,1786654800,1786656540.0,1886.85,1886.84,1887.64,-0.0003920239,1.0579e-05,877832.2632000002,736035789.3168591
ETH,1786658400,,,,,,,,
ETH,1786662000,,,,,,,,
ETH,1786665600,,,,,,,,
ETH,1786669200,,,,,,,,
ETH,1786672800,,,,,,,,
ETH,1786676400,,,,,,,,
ETH,1786680000,,,,,,,,
ETH,1786683600,,,,,,,,
ETH,1786687200,,,,,,,,
ETH,1786690800,,,,,,,,
ETH,1786694400,1786697880.0,1875.15,1875.2,1876.0,-0.0003091684,7.278e-06,872669.9167999999,707107530.8629001
ETH,1786698000,1786701540.0,1872.85,1872.9,1873.61,-0.0003789476,1.25e-05,882690.3584000004,708870311.5054398
ETH,1786701600,1786705080.0,1875.75,1875.77,1876.42,-0.0003090992,1.25e-05,898487.8512000003,686875448.0903703
ETH,1786705200,1786708740.0,1877.45,1877.3,1878.1,-0.0003194718,1.25e-05,897649.9746,648741773.853989
ETH,1786708800,1786712340.0,1872.35,1872.4,1873.23,-0.0004430849,1.25e-05,889166.1468000008,650204627.4097193
ETH,1786712400,1786715940.0,1867.35,1867.3,1868.11,-0.0003800633,1.19242e-05,889573.3036000011,598221607.4918209
ETH,1786716000,1786719480.0,1865.25,1865.3,1866.22,-0.0004929751,1.0256e-05,887632.7668000004,587929011.0083808
ETH,1786719600,1786723080.0,1881.75,1881.86,1882.53,-0.000387776,1.25e-05,903207.7363999997,588992277.4626994
ETH,1786723200,1786726740.0,1884.75,1884.7,1885.6,-0.0004242681,1.25e-05,901248.6316000002,527095878.2611906
ETH,1786726800,1786730280.0,1877.15,1877.3,1878.21,-0.000537746,1.0715e-05,895314.9768000002,535479291.1276104
ETH,1786730400,1786733940.0,1875.15,1875.1,1875.95,-0.0003997974,1.21277e-05,889502.4222000001,528395650.6882704
ETH,1786734000,1786737540.0,1880.25,1880.2,1881.1,-0.0004252831,1.11987e-05,889092.4925999998,464969936.2113107
ETH,1786737600,1786741140.0,1879.55,1879.6,1880.42,-0.0004360728,4.0976e-06,890858.1682,467870582.9784601
